--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
, count:16, delta_loop_time: 10, offset_y_cm from origin: 29.48, offset_x_cm for ac: -54.47
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 92.61, offset_x_cm for ac: -52.95
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 92.71, offset_x_cm for ac: -52.98
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 92.81, offset_x_cm for ac: -53.01
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 92.91, offset_x_cm for ac: -53.04
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 93.01, offset_x_cm for ac: -53.07
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 93.11, offset_x_cm for ac: -53.10
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 93.21, offset_x_cm for ac: -53.13
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 93.31, offset_x_cm for ac: -53.16
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 93.41, offset_x_cm for ac: -53.19
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 93.51, offset_x_cm for ac: -53.22
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 93.61, offset_x_cm for ac: -53.24
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 93.71, offset_x_cm for ac: -53.27
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 93.81, offset_x_cm for ac: -53.30
send offset to actuator, count:194, delta_loop_time: 11, offset_y_cm from origin: 92.13, offset_x_cm for ac: -53.29
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 92.23, offset_x_cm for ac: -53.33
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 92.33, offset_x_cm for ac: -53.36
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 92.43, offset_x_cm for ac: -53.39
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 92.53, offset_x_cm for ac: -53.43
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 92.63, offset_x_cm for ac: -53.46
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 92.73, offset_x_cm for ac: -53.49
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 92.83, offset_x_cm for ac: -53.52
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 92.93, offset_x_cm for ac: -53.56
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 93.03, offset_x_cm for ac: -53.59
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 93.13, offset_x_cm for ac: -53.62
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 93.23, offset_x_cm for ac: -53.66
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 93.33, offset_x_cm for ac: -53.69
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 93.43, offset_x_cm for ac: -53.72
send offset to actuator, count:195, delta_loop_time: 11, offset_y_cm from origin: 90.14, offset_x_cm for ac: -53.68
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 90.24, offset_x_cm for ac: -53.71
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 90.34, offset_x_cm for ac: -53.74
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 90.44, offset_x_cm for ac: -53.78
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 90.54, offset_x_cm for ac: -53.81
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 90.64, offset_x_cm for ac: -53.85
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 90.74, offset_x_cm for ac: -53.88
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 90.84, offset_x_cm for ac: -53.91
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 90.94, offset_x_cm for ac: -53.95
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 91.04, offset_x_cm for ac: -53.98
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 91.14, offset_x_cm for ac: -54.01
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 91.24, offset_x_cm for ac: -54.05
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 91.34, offset_x_cm for ac: -54.08
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 91.44, offset_x_cm for ac: -54.11
send offset to actuator, count:196, delta_loop_time: 11, offset_y_cm from origin: 88.72, offset_x_cm for ac: -54.08
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 88.82, offset_x_cm for ac: -54.12
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 88.92, offset_x_cm for ac: -54.16
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 89.02, offset_x_cm for ac: -54.19
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 89.12, offset_x_cm for ac: -54.23
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 89.22, offset_x_cm for ac: -54.26
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 89.32, offset_x_cm for ac: -54.30
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 89.42, offset_x_cm for ac: -54.33
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 89.52, offset_x_cm for ac: -54.36
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 89.62, offset_x_cm for ac: -54.40
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 89.72, offset_x_cm for ac: -54.43
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 89.82, offset_x_cm for ac: -54.47
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 89.92, offset_x_cm for ac: -54.50
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 90.02, offset_x_cm for ac: -54.54
send offset to actuator, count:197, delta_loop_time: 11, offset_y_cm from origin: 90.68, offset_x_cm for ac: -54.59
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 90.78, offset_x_cm for ac: -54.63
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 90.88, offset_x_cm for ac: -54.67
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 90.98, offset_x_cm for ac: -54.71
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 91.08, offset_x_cm for ac: -54.75
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 91.18, offset_x_cm for ac: -54.79
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 91.28, offset_x_cm for ac: -54.83
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 91.38, offset_x_cm for ac: -54.87
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 91.48, offset_x_cm for ac: -54.91
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 91.58, offset_x_cm for ac: -54.95
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 91.68, offset_x_cm for ac: -54.99
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 91.78, offset_x_cm for ac: -55.03
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 91.88, offset_x_cm for ac: -55.07
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 91.98, offset_x_cm for ac: -55.11
send offset to actuator, count:198, delta_loop_time: 11, offset_y_cm from origin: 88.69, offset_x_cm for ac: -55.07
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 88.79, offset_x_cm for ac: -55.11
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 88.89, offset_x_cm for ac: -55.15
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 88.99, offset_x_cm for ac: -55.19
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 89.09, offset_x_cm for ac: -55.23
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 89.19, offset_x_cm for ac: -55.27
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 89.29, offset_x_cm for ac: -55.31
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 89.39, offset_x_cm for ac: -55.35
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 89.49, offset_x_cm for ac: -55.39
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 89.59, offset_x_cm for ac: -55.43
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 89.69, offset_x_cm for ac: -55.47
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 89.79, offset_x_cm for ac: -55.51
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 89.89, offset_x_cm for ac: -55.55
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 89.99, offset_x_cm for ac: -55.59
send offset to actuator, count:199, delta_loop_time: 11, offset_y_cm from origin: 92.29, offset_x_cm for ac: -55.67
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 92.39, offset_x_cm for ac: -55.71
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 92.49, offset_x_cm for ac: -55.74
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 92.59, offset_x_cm for ac: -55.78
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 92.69, offset_x_cm for ac: -55.81
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 92.79, offset_x_cm for ac: -55.85
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 92.89, offset_x_cm for ac: -55.88
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 92.99, offset_x_cm for ac: -55.91
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 93.09, offset_x_cm for ac: -55.95
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 93.19, offset_x_cm for ac: -55.98
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 93.29, offset_x_cm for ac: -56.01
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 93.39, offset_x_cm for ac: -56.05
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 93.49, offset_x_cm for ac: -56.08
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 93.59, offset_x_cm for ac: -56.12
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 93.69, offset_x_cm for ac: -56.15
send offset to actuator, count:200, delta_loop_time: 11, offset_y_cm from origin: 96.41, offset_x_cm for ac: -56.24
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 96.51, offset_x_cm for ac: -56.27
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 96.61, offset_x_cm for ac: -56.30
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 96.71, offset_x_cm for ac: -56.33
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 96.81, offset_x_cm for ac: -56.36
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 96.91, offset_x_cm for ac: -56.39
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 97.01, offset_x_cm for ac: -56.42
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 97.11, offset_x_cm for ac: -56.45
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 97.21, offset_x_cm for ac: -56.48
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 97.31, offset_x_cm for ac: -56.51
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 97.41, offset_x_cm for ac: -56.54
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 97.51, offset_x_cm for ac: -56.57
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 97.61, offset_x_cm for ac: -56.60
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 97.71, offset_x_cm for ac: -56.63
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 97.81, offset_x_cm for ac: -56.66
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 97.91, offset_x_cm for ac: -56.69
send offset to actuator, count:200, delta_loop_time: 10, offset_y_cm from origin: 98.01, offset_x_cm for ac: -56.72
send offset to actuator, count:201, delta_loop_time: 11, offset_y_cm from origin: 96.61, offset_x_cm for ac: -56.73
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 96.71, offset_x_cm for ac: -56.76
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 96.81, offset_x_cm for ac: -56.79
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 96.91, offset_x_cm for ac: -56.83
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 97.01, offset_x_cm for ac: -56.86
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 97.11, offset_x_cm for ac: -56.89
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 97.21, offset_x_cm for ac: -56.93
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 97.31, offset_x_cm for ac: -56.96
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 97.41, offset_x_cm for ac: -56.99
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 97.51, offset_x_cm for ac: -57.02
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 97.61, offset_x_cm for ac: -57.06
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 97.71, offset_x_cm for ac: -57.09
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 97.81, offset_x_cm for ac: -57.12
send offset to actuator, count:201, delta_loop_time: 10, offset_y_cm from origin: 97.91, offset_x_cm for ac: -57.15
send offset to actuator, count:202, delta_loop_time: 11, offset_y_cm from origin: 90.72, offset_x_cm for ac: -57.05
send offset to actuator, count:202, delta_loop_time: 10, offset_y_cm from origin: 90.82, offset_x_cm for ac: -57.09
send offset to actuator, count:202, delta_loop_time: 10, offset_y_cm from origin: 90.92, offset_x_cm for ac: -57.13
send offset to actuator, count:202, delta_loop_time: 10, offset_y_cm from origin: 91.02, offset_x_cm for ac: -57.17
